Bib #,First Name,Last Name,M/F,Home Town,State,Country,Nationality,Event,Age,Bib,Wave,Status,Time,Note,# Finishes,# 48h,# 36h
,Jason,Hodde,M,,,United States,United States,1999 Badwater 135,29,,AM,DNF,,,1,,
41,Jason,Hodde,M,,,United States,United States,2002 Badwater 135,32,41,800,DNF,,,1,,
36,Jason,Hodde,M,West Lafayette,Indiana,United States,United States,2006 Badwater 135,36,36,800,FIN,56:52:54,,1,,
53,Jürgen,Hofmann,M,,,Germany,Germany,2001 Badwater 135,49,53,800,DNF,,,5,5,2
70,Jürgen,Hofmann,M,,,Germany,Germany,2002 Badwater 135,50,70,1000,FIN,45:41:48,,5,5,2
52,Jürgen,Hofmann,M,,Baden-Württemberg,Germany,Germany,2004 Badwater 135,52,52,800,FIN,37:10:49,,5,5,2
53,Jürgen,Hofmann,M,,Baden-Württemberg,Germany,Germany,2005 Badwater 135,53,53,800,FIN,33:47:18,,5,5,2
5,Jürgen,Hofmann,M,Eisenberg,Baden-Württemberg,Germany,Germany,2006 Badwater 135,54,5,1000,FIN,38:46:40,,5,5,2
56,Jürgen,Hofmann,M,Eisenberg,RheinlandPfalz,Germany,Germany,2008 Badwater 135,56,56,1000,FIN,35:58:48,,5,5,2
45,Dale,Holdaway,M,Northville,Michigan,United States,United States,2012 Badwater 135,45,45,1000,FIN,39:44:25,,1,1,
19,Nickademus,Hollon,M,San Diego,California,United States,United States,2009 Badwater 135,19,19,600,FIN,33:21:29,,2,2,2
20,Nickademus,Hollon,M,San Diego,California,United States,United States,2010 Badwater 135,20,20,1000,FIN,31:53:00,,2,2,2
36,Joshua,Holmes,M,Los Angeles,California,United States,United States,2014 Badwater 135,36,36,800,FIN,36:00:41,,9,9,6
36,Joshua,Holmes,M,Los Angeles,California,United States,United States,2015 Badwater 135,37,36,2130,FIN,35:52:30,,9,9,6
36,Joshua,Holmes,M,Los Angeles,California,United States,United States,2016 Badwater 135,38,36,2130,FIN,32:57:15,,9,9,6
36,Joshua,Holmes,M,Los Angeles,California,United States,United States,2017 Badwater 135,39,36,2300,FIN,35:50:31,,9,9,6
36,Joshua,Holmes,M,Los Angeles,California,United States,United States,2018 Badwater 135,40,36,2300,FIN,36:55:25,,9,9,6
36,Joshua,Holmes,M,Los Angeles,California,United States,United States,2019 Badwater 135,41,36,2130,FIN,29:35:53,,9,9,6
36,Joshua,Holmes,M,Los Angeles,California,United States,United States,2021 Badwater 135,43,36,2300,FIN,38:59:57,,9,9,6
36,Joshua,Holmes,M,Los Angeles,California,United States,United States,2022 Badwater 135,44,36,2130,FIN,34:56:09,,9,9,6
36,Joshua,Holmes,M,Los Angeles,California,United States,United States,2023 Badwater 135,45,36,2100,FIN,32:24:21,,9,9,6
95,Simen,Holvik,M,Hundvaag,,Norway,Norway,2023 Badwater 135,46,95,2200,FIN,22:28:08,,1,1,1
77,Leanne,Hood,F,Key West,Florida,United States,United States,2023 Badwater 135,54,77,2000,FIN,44:11:11,,1,1,
,Gary,Hoover,M,,,United States,United States,1994 Badwater 135,N/A,,PM,DNF,,"*PM Start Time, Not AM.",,,
,Gary,Hoover,M,,,United States,United States,1995 Badwater 135,N/A,,PM,DNF,,"*PM Start Time, Not AM.",,,
,Gary,Hoover,M,,,United States,United States,1996 Badwater 135,N/A,,AM,DNF,,,,,
,Gary,Hoover,M,,,United States,United States,1998 Badwater 135,N/A,,AM,DNF,,,,,
,Vicky,Hoover,F,,,United States,United States,1995 Badwater 135,N/A,,PM,DNF,,"*PM Start Time, Not AM.",,,
6,Debra,Horn,F,,,United States,United States,2002 Badwater 135,43,6,600,FIN,42:21:00,,1,1,
67,David,Horner,M,Hendersonville,North Carolina,United States,United Kingdom,2006 Badwater 135,48,67,600,FIN,37:01:20,,3,3,1
67,David,Horner,M,Hendersonville,North Carolina,United States,United States,2008 Badwater 135,50,67,1000,FIN,34:31:08,,3,3,1
52,David,Horner,M,Hendersonville,North Carolina,United States,United States,2010 Badwater 135,52,52,1000,FIN,37:18:04,,3,3,1
31,David,Horsley,M,,Aberdeen,United Kingdom,United Kingdom,2004 Badwater 135,36,31,800,FIN,50:01:10,,1,,
2,Elizabeth,Howard,F,San Antonio,Texas,United States,United States,2022 Badwater 135,50,2,2300,FIN,33:37:01,,1,1,1
85,Patrick,Hrabos,M,Sarasota,Florida,United States,United States,2018 Badwater 135,32,85,2300,FIN,35:18:50,,1,1,1
51,Stephen,Hudgens,M,Fort Worth,Texas,United States,United States,2007 Badwater 135,51,51,600,FIN,56:31:35,,2,1,
52,Stephen,Hudgens,M,Fort Worth,Texas,United States,United States,2008 Badwater 135,52,52,600,FIN,46:40:42,,2,1,
68,Iain,Hughes,M,Cincinnati,Ohio,United States,United Kingdom,2013 Badwater 135,50,68,800,FIN,40:40:14,,1,1,
76,Jack,Humphrey,M,,,United States,United States,2001 Badwater 135,44,76,1000,DNF,,,4,2,
68,Jack,Humphrey,M,,Colorado,United States,United States,2005 Badwater 135,48,68,1000,FIN,49:16:45,,4,2,
50,Jack,Humphrey,M,Louisville,Colorado,United States,United States,2007 Badwater 135,50,50,800,FIN,46:18:12,,4,2,
51,Jack,Humphrey,M,Louisville,Colorado,United States,United States,2008 Badwater 135,51,51,600,FIN,45:50:33,,4,2,
51,Jack,Humphrey,M,Louisville,Colorado,United States,United States,2009 Badwater 135,52,51,800,FIN,,,4,2,
68,Jack,Humphrey,M,Arvada,Colorado,United States,United States,2017 Badwater 135,60,68,2000,DNF,,,4,2,
15,Andy,Humphries,M,,,United Kingdom,United Kingdom,2001 Badwater 135,37,15,600,FIN,37:10:45,,1,1,
23,Jamie,Huneycutt,F,Fayetteville,Arkansas,United States,United States,2007 Badwater 135,48,23,800,FIN,41:24:10,,1,1,
72,Carl,Hunt,M,,Connecticut,United States,United States,2005 Badwater 135,54,72,800,FIN,41:58:14,,1,1,
61,Hugh,Hunter,M,Remagen-Bandorf,,Germany,United Kingdom,2007 Badwater 135,47,61,600,DNF,,,,,
21,Robert,Hunter,M,Glenmont,Ohio,United States,United States,2021 Badwater 135,61,21,2000,DNF,,,,,
23,Eric,Hunziker,M,Cincinnati,Ohio,United States,United States,2018 Badwater 135,49,23,2300,FIN,30:05:40,,3,3,3
23,Eric,Hunziker,M,Cincinnati,Ohio,United States,United States,2019 Badwater 135,50,23,2300,FIN,31:15:46,,3,3,3
23,Eric,Hunziker,M,Cincinnati,Ohio,United States,United States,2023 Badwater 135,54,23,2200,FIN,32:16:35,,3,3,3
61,Lorie,Hutchison,F,Salt Lake City,Utah,United States,United States,2008 Badwater 135,44,61,800,FIN,31:17:16,,2,2,2
8,Lorie,Hutchison,F,Salt Lake City,Utah,United States,United States,2009 Badwater 135,45,8,1000,FIN,30:23:48,,2,2,2
97,Julius,Iannitti,M,Castellaneta,Puglia,Italy,Italy,2018 Badwater 135,47,97,2130,FIN,38:43:30,,1,1,
65,Wataru,Iino,M,Chennai,,India,Japan,2017 Badwater 135,37,65,2300,FIN,24:56:19,,1,1,1
11,Sumie,Inagaki,F,Kasugai,Aichi,Japan,Japan,2011 Badwater 135,45,11,1000,FIN,28:49:27,,2,2,2
7,Sumie,Inagaki,F,Kasugai,Aichi,Japan,Japan,2012 Badwater 135,46,7,1000,FIN,29:53:09,,2,2,2
60,Frank (Jim),Ingalls,M,,Texas,United States,United States,2005 Badwater 135,60,60,600,FIN,55:47:48,,2,1,
62,Frank (Jim),Ingalls,M,Wichita Falls,Texas,United States,United States,2007 Badwater 135,62,62,600,FIN,46:54:57,,2,1,
87,Sergey,Ionov,M,London,London,United Kingdom,Russia,2018 Badwater 135,30,87,2300,FIN,32:24:52,,2,2,2
33,Sergey,Ionov,M,Moscow,,Russia,Russia,2021 Badwater 135,33,33,2300,FIN,26:49:06,,2,2,2
59,Yoshihiko,Ishikawa,M,"Ooasa-cho, Naruto-city",Tokushima,Japan,Japan,2019 Badwater 135,31,59,2300,FIN,21:33:01,,3,3,3
59,Yoshihiko,Ishikawa,M,Tokushima,,Japan,Japan,2022 Badwater 135,34,59,2300,FIN,23:08:20,,3,3,3
59,Yoshihiko,Ishikawa,M,Tokushima,,Japan,Japan,2023 Badwater 135,35,59,2200,FIN,23:52:29,,3,3,3
44,Nobumi,Iwamoto,M,Sumida-ku,Tokyo,Japan,Japan,2010 Badwater 135,44,44,1000,FIN,42:13:01,,5,5,2
44,Nobumi,Iwamoto,M,Chiyoda,Tokyo,Japan,Japan,2011 Badwater 135,45,44,1000,FIN,27:30:48,,5,5,2
44,Nobumi,Iwamoto,M,Chiyoda,Tokyo,Japan,Japan,2012 Badwater 135,46,44,1000,DNF,,,5,5,2
44,Nobumi,Iwamoto,M,Chiyoda,Tokyo,Japan,Japan,2013 Badwater 135,47,44,1000,FIN,32:46:38,,5,5,2
44,Nobumi,Iwamoto,M,Chiyoda Tokyo,,Japan,Japan,2014 Badwater 135,48,44,800,DNF,,,5,5,2
44,Nobumi,Iwamoto,M,Okinawa,,Japan,Japan,2016 Badwater 135,50,44,2130,FIN,37:34:55,,5,5,2
44,Nobumi,Iwamoto,M,Okinawa,,Japan,Japan,2017 Badwater 135,51,44,2300,FIN,36:00:59,,5,5,2
72,Scott,Jacaway,M,Downers Grove,Illinois,United States,United States,2007 Badwater 135,49,72,1000,FIN,51:33:11,,2,,
72,Scott,Jacaway,M,Downers Grove,Illinois,United States,United States,2009 Badwater 135,51,72,600,FIN,54:55:20,"Lost 13 hours, 20 minutes due to forest fire. Earned a sub-48 hour buckle.",2,,
72,Scott,Jacaway,M,Downers Grove,Illinois,United States,United States,2012 Badwater 135,54,72,600,DNF,,,2,,
54,David,Jackson,M,,,United States,United States,2001 Badwater 135,42,54,800,DNF,,,2,2,
43,David,Jackson,M,,,United States,United States,2002 Badwater 135,43,43,800,FIN,47:12:30,,2,2,
46,David,Jackson,M,,Kentucky,United States,United States,2005 Badwater 135,46,46,800,FIN,45:56:58,,2,2,
96,Monique,Jacques,F,Sanger,California,United States,United States,2017 Badwater 135,30,96,2000,FIN,42:08:58,,1,1,
11,Rhys,Jenkins,M,Cardiff,Wales,United Kingdom,United Kingdom,2019 Badwater 135,31,11,2000,FIN,40:47:29,,1,1,
11,Rhys,Jenkins,M,Crickhowell,Wales,United Kingdom,United Kingdom,2022 Badwater 135,34,11,2000,DNF,,,1,1,
80,Scott,Jenkins,M,London,,United Kingdom,United Kingdom,2021 Badwater 135,40,80,2130,FIN,42:42:31,,1,1,
,Daniel,Jensen,M,,,United States,United States,1999 Badwater 135,49,,AM,DNF,,,4,3,
55,Daniel,Jensen,M,,South Dakota,United States,United States,2005 Badwater 135,55,55,600,FIN,57:44:15,,4,3,
57,Daniel,Jensen,M,Sioux Falls,South Dakota,United States,United States,2006 Badwater 135,57,57,600,DNF,,,4,3,
58,Daniel,Jensen,M,Sioux Falls,South Dakota,United States,United States,2008 Badwater 135,58,58,600,FIN,42:15:46,,4,3,
58,Daniel,Jensen,M,Sioux Falls,South Dakota,United States,United States,2010 Badwater 135,60,58,600,FIN,36:14:52,,4,3,
58,Daniel,Jensen,M,Sioux Falls,South Dakota,United States,United States,2011 Badwater 135,61,58,600,FIN,38:04:31,,4,3,
66,Daniel,Jensen,M,Sioux Falls,South Dakota,United States,United States,2016 Badwater 135,66,66,2130,DNF,,,4,3,
79,Flip,Jergens,M,,Eastern Cape,South Africa,South Africa,2005 Badwater 135,48,79,600,FIN,45:55:02,,1,1,
57,Michael,Jimenez,M,Marina,California,United States,United States,2015 Badwater 135,41,57,2300,FIN,28:51:59,,2,2,2
28,Michael,Jimenez,M,Marina,California,United States,United States,2017 Badwater 135,43,28,2300,DNF,,,2,2,2
28,Michael,Jimenez,M,Soledad,California,United States,United States,2018 Badwater 135,44,28,2300,FIN,30:36:32,,2,2,2
6,Yoshiko,Jo,F,Swarthmore,Pennsylvania,United States,Japan,2015 Badwater 135,50,6,2130,FIN,41:57:10,,2,2,
6,Yoshiko,Jo,F,Swarthmore,Pennsylvania,United States,Japan,2016 Badwater 135,51,6,2000,FIN,37:17:48,,2,2,
83,Thor,Johansen,M,Prescott Valley,Arizona,United States,United States,2023 Badwater 135,47,83,2200,FIN,32:36:49,,1,1,1
,Kirk,Johnson,M,,New Jersey,United States,United States,1999 Badwater 135,N/A,,AM,FIN,54:26:00,,1,,
26,Mark,Johnson,M,,,United States,United States,2002 Badwater 135,38,26,600,FIN,36:32:00,,1,1,
16,Robert,Johnson,M,,,United States,United States,2001 Badwater 135,40,16,600,FIN,47:00:27,,1,1,
47,Christy,Johnston,F,Destin,Florida,United States,United States,2016 Badwater 135,47,47,2130,FIN,38:18:39,,1,1,
47,Christy,Johnston,F,Destin,Florida,United States,United States,2018 Badwater 135,49,47,2130,DNF,,,1,1,
,Ben,Jones,M,,,United States,United States,1991 Badwater 135,58,,PM,FIN,49:50:05,"*PM Start Time, Not AM.",3,,
,Ben,Jones,M,,,United States,United States,1992 Badwater 135,59,,PM,FIN,51:04:00,"*PM Start Time, Not AM.",3,,
,Ben,Jones,M,,,United States,United States,1993 Badwater 135,60,,PM,FIN,50:14:32,"*PM Start Time, Not AM.",3,,
,Ben,Jones,M,Lone Pine,California,United States,United States,1994 Badwater 135,61,,PM,DNF,,"*PM Start Time, Not AM.",3,,
,Ben,Jones,M,,,United States,United States,1996 Badwater 135,63,,AM,DNF,,,3,,
70,Ben,Jones,M,,California,United States,United States,2003 Badwater 135,70,70,600,DNF,,,3,,
65,Chris,Jones,M,Sonoma,California,United States,United States,2019 Badwater 135,47,65,2130,FIN,39:39:05,,1,1,
,Chuck,Jones,M,,,United States,United States,1988 Badwater 135,N/A,,PM,FIN,45:54:00,"*PM Start Time, Not AM. started 18 hours after the race field (thus a PM start)",2,1,
,Chuck,Jones,M,,,United States,United States,1989 Badwater 135,N/A,,PM,FIN,,"*PM Start Time, Not AM.",2,1,
,David,Jones,M,,,United States,United States,1995 Badwater 135,43,,PM,FIN,37:51:06,"*PM Start Time, Not AM.",12,12,6
,David,Jones,M,,,United States,United States,1997 Badwater 135,45,,AM,FIN,29:10:00,,12,12,6
,David,Jones,M,,,United States,United States,1999 Badwater 135,47,,AM,DNF,,,12,12,6
95,David,Jones,M,Eagleville,Tennessee,United States,United States,2006 Badwater 135,54,95,1000,DNF,,,12,12,6
95,David,Jones,M,Eagleville,Tennessee,United States,United States,2007 Badwater 135,55,95,1000,FIN,31:12:32,,12,12,6
95,David,Jones,M,Eagleville,Tennessee,United States,United States,2008 Badwater 135,56,95,1000,FIN,40:16:11,,12,12,6
95,David,Jones,M,Eagleville,Tennessee,United States,United States,2009 Badwater 135,57,95,1000,FIN,31:26:25,,12,12,6
95,David,Jones,M,Eagleville,Tennessee,United States,United States,2010 Badwater 135,58,95,1000,DNF,,,12,12,6
5,David,Jones,M,Eagleville,Tennessee,United States,United States,2012 Badwater 135,60,5,1000,FIN,30:33:19,,12,12,6
5,David,Jones,M,Murfreesboro,Tennessee,United States,United States,2013 Badwater 135,61,5,1000,FIN,36:51:56,,12,12,6
11,David,Jones,M,Murfreesboro,Tennessee,United States,United States,2016 Badwater 135,64,11,2300,FIN,35:55:58,,12,12,6
11,David,Jones,M,Murfreesboro,Tennessee,United States,United States,2017 Badwater 135,65,11,2000,FIN,35:15:06,,12,12,6
5,David,Jones,M,Murfreesboro,Tennessee,United States,United States,2018 Badwater 135,66,5,2130,FIN,42:01:50,,12,12,6
5,David,Jones,M,Murfreesboro,Tennessee,United States,United States,2019 Badwater 135,67,5,2130,DNF,,,12,12,6
8,David,Jones,M,Murfreesboro,Tennessee,United States,United States,2021 Badwater 135,69,8,2130,FIN,39:58:27,,12,12,6
12,David,Jones,M,Murfreesboro,Tennessee,United States,United States,2023 Badwater 135,71,12,2100,FIN,42:15:54,,12,12,6
,Denise,Jones,F,,California,United States,United States,1994 Badwater 135,48,,PM,FIN,55:32:15,"*PM Start Time, Not AM.",3,1,
,Denise,Jones,F,,,United States,United States,1996 Badwater 135,N/A,,AM,FIN,52:04:00,,3,1,
,Denise,Jones,F,,California,United States,United States,1999 Badwater 135,N/A,,AM,FIN,45:54:00,6th female,3,1,
,Errol,Jones,M,,,United States,United States,1996 Badwater 135,46,,AM,FIN,42:56:00,,3,1,
18,Errol,Jones,M,Oakland,California,United States,United States,2000 Badwater 135,50,18,600,FIN,51:01:41,,3,1,
17,Errol,Jones,M,,,United States,United States,2001 Badwater 135,51,17,600,FIN,53:23:37,,3,1,
16,Jessica,Jones,F,Dauphin Island,Alabama,United States,United States,2023 Badwater 135,45,16,2100,FIN,34:49:40,,1,1,1
14,Rebecca,Joyner,F,Alto,Michigan,United States,United States,2022 Badwater 135,44,14,2300,DNF,,,,,
86,Joe,Judd,M,Salida,Colorado,United States,United States,2010 Badwater 135,46,86,800,FIN,45:58:15,,1,1,
100,Scott,Jurek,M,,Washington,United States,United States,2005 Badwater 135,31,100,1000,FIN,24:36:08,,2,2,2
1,Scott,Jurek,M,Seattle,Washington,United States,United States,2006 Badwater 135,32,1,1000,FIN,25:41:18,,2,2,2
,Mick,Justin,M,,Minnesota,United States,United States,1994 Badwater 135,46,,PM,FIN,47:57:28,"*PM Start Time, Not AM.",5,5,
,Mick,Justin,M,,,United States,United States,1996 Badwater 135,48,,AM,FIN,44:15:00,,5,5,
,Mick,Justin,M,,,United States,United States,1997 Badwater 135,49,,AM,FIN,38:55:00,,5,5,
,Mick,Justin,M,,Minnesota,United States,United States,1999 Badwater 135,51,,AM,FIN,43:09:00,,5,5,
19,Mick,Justin,M,Nisswa,Minnesota,United States,United States,2000 Badwater 135,52,19,600,FIN,46:53:55,,5,5,
71,Mick,Justin,M,,,United States,United States,2002 Badwater 135,54,71,1000,DNF,,,5,5,
15,Mick,Justin,M,,Minnesota,United States,United States,2003 Badwater 135,55,15,1000,DNF,,,5,5,
,Marat,Jylanbaev,M,Ekybastuz,,Kazakhstan,Kazakhstan,1994 Badwater 135,30,,PM,FIN,34:36:10,"*PM Start Time, Not AM.",1,1,1
34,Richard Chas,Kabanuck,M,Clovis,New Mexico,United States,United States,2018 Badwater 135,34,34,2000,FIN,35:27:53,,3,3,3
34,Richard Chas,Kabanuck,M,Clovis,New Mexico,United States,United States,2019 Badwater 135,35,34,2130,FIN,28:13:55,,3,3,3
34,Richard Chas,Kabanuck,M,Max,North Dakota,United States,United States,2022 Badwater 135,38,34,2300,FIN,30:26:40,,3,3,3
70,Damian,Kaczmarek,M,Poznan,Wielkopolska,Poland,Poland,2019 Badwater 135,39,70,2300,DNF,,,1,1,
80,Damian,Kaczmarek,M,Poznan,,Poland,Poland,2022 Badwater 135,42,80,2300,FIN,37:03:01,,1,1,
33,Said,Kahla,M,,Baden-Württemberg,Germany,Germany,2004 Badwater 135,53,33,600,FIN,40:53:08,,2,2,
33,Said,Kahla,M,,Baden-Württemberg,Germany,Germany,2005 Badwater 135,54,33,1000,FIN,38:37:03,,2,2,
73,Mark,Kahler,M,,California,United States,United States,2005 Badwater 135,46,73,600,FIN,41:36:46,,1,1,
12,Tomotaka,Kamei,M,Nagoya,Aichi,Japan,Japan,2011 Badwater 135,45,12,1000,FIN,44:59:18,,1,1,
66,Nick,Kaminski,M,Burleson,Texas,United States,United States,2017 Badwater 135,44,66,2000,DNF,,,,,
18,Christopher,Kammler,M,,,United States,United States,2001 Badwater 135,39,18,600,DNF,,,,,
38,Behnam,Kamrani,M,Ann Arbor,Michigan,United States,Iran,2013 Badwater 135,38,38,800,FIN,47:19:38,,1,1,
8,Kerri,Kanuga,F,Grand Cayman,,Cayman Islands,Cayman Islands,2016 Badwater 135,46,8,2000,FIN,36:15:40,,6,6,1
8,Kerri,Kanuga,F,Grand Cayman,,Cayman Islands,Cayman Islands,2017 Badwater 135,47,8,2130,FIN,36:39:18,,6,6,1
8,Kerri,Kanuga,F,George Town,Grand Cayman,Cayman Islands,Cayman Islands,2018 Badwater 135,48,8,2130,FIN,38:28:05,,6,6,1
8,Kerri,Kanuga,F,Grand Cayman,Grand Cayman,Cayman Islands,Cayman Islands,2019 Badwater 135,49,8,2130,FIN,37:58:24,,6,6,1
8,Kerri,Kanuga,F,Grand Cayman,,Cayman Islands,Cayman Islands,2022 Badwater 135,52,8,2130,FIN,36:36:18,,6,6,1
8,Kerri,Kanuga,F,Grand Cayman,,Cayman Islands,Cayman Islands,2023 Badwater 135,53,8,2100,FIN,34:42:04,,6,6,1
70,Betsy,Kapiloff,F,,,United States,United States,2001 Badwater 135,41,70,1000,FIN,47:09:32,,1,1,
33,Neil,Kapoor,M,Enfield,UK,United Kingdom,United Kingdom,2006 Badwater 135,38,33,800,FIN,37:55:50,,1,1,
26,Mike,Karch,M,,New Mexico,United States,United States,2003 Badwater 135,34,26,800,FIN,47:19:09,,2,1,
26,Mike,Karch,M,,California,United States,United States,2004 Badwater 135,35,26,800,FIN,52:27:06,,2,1,
62,Hubert,Karl,M,Zeil,Bavaria,Germany,Germany,2008 Badwater 135,50,62,1000,FIN,29:30:40,,1,1,1
,Dean,Karnazes,M,,,United States,United States,1995 Badwater 135,32,,PM,DNF,,"*PM Start Time, Not AM.",10,9,9
,Dean,Karnazes,M,,,United States,United States,1996 Badwater 135,33,,AM,FIN,51:23:00,,10,9,9
81,Dean,Karnazes,M,San Francisco,California,United States,United States,2000 Badwater 135,37,81,800,FIN,32:42:20,,10,9,9
30,Dean,Karnazes,M,,California,United States,United States,2003 Badwater 135,40,30,1000,FIN,28:51:26,,10,9,9
2,Dean,Karnazes,M,,California,United States,United States,2004 Badwater 135,41,2,1000,FIN,27:22:48,,10,9,9
99,Dean,Karnazes,M,San Francisco,California,United States,United States,2006 Badwater 135,43,99,1000,FIN,33:33:41,,10,9,9
4,Dean,Karnazes,M,San Francisco,California,United States,United States,2007 Badwater 135,44,4,1000,FIN,31:31:34,,10,9,9
4,Dean,Karnazes,M,San Francisco,California,United States,United States,2008 Badwater 135,45,4,1000,FIN,27:11:00,,10,9,9
4,Dean,Karnazes,M,Ross,California,United States,United States,2009 Badwater 135,46,4,1000,FIN,34:51:20,,10,9,9
2,Dean,Karnazes,M,Ross,California,United States,United States,2012 Badwater 135,49,2,1000,FIN,29:57:50,,10,9,9
10,Dean,Karnazes,M,Ross,California,United States,United States,2013 Badwater 135,50,10,1000,FIN,32:27:17,,10,9,9
27,Mary,Kashurba,F,,Pennsylvania,United States,United States,2003 Badwater 135,47,27,800,FIN,44:08:04,,2,2,
50,Mary,Kashurba,F,Somerset,Pennsylvania,United States,United States,2006 Badwater 135,50,50,800,FIN,41:43:13,,2,2,
15,Ashish,Kasodekar,M,Pune,MH,India,India,2022 Badwater 135,50,15,2000,FIN,38:24:26,,1,1,
59,Edward,Kelly,M,Palatine,Illinois,United States,United States,2011 Badwater 135,59,59,600,FIN,34:42:25,,1,1,1
67,Joey,Kelly,M,Niedersachsen,Baden-Württemberg,Germany,Germany,2000 Badwater 135,27,67,1000,FIN,55:07:50,,2,1,
39,Joey,Kelly,M,Meine,Lower Saxony (Niedersachsen),Germany,Ireland,2011 Badwater 135,39,39,600,FIN,43:22:58,,2,1,
77,Karl W.,Keltner,M,,,United States,United States,2001 Badwater 135,39,77,1000,FIN,55:18:35,,2,,
44,Karl W.,Keltner,M,,,United States,United States,2002 Badwater 135,40,44,800,DNF,,,2,,
42,Karl W.,Keltner,M,,Missouri,United States,United States,2004 Badwater 135,42,42,800,FIN,57:23:19,,2,,
49,Karla,Kent,F,Las Vegas,Nevada,United States,Czech Republic,2012 Badwater 135,49,49,800,FIN,40:24:35,,11,11,
