Bib #,First Name,Last Name,M/F,Home Town,State,Country,Nationality,Event,Age,Bib,Wave,Status,Time,Note,# Finishes,# 48h,# 36h
74,Dan,Marinsik,M,San Jose,California,United States,United States,2007 Badwater 135,48,74,600,FIN,50:45:45,,12,6,
74,Dan,Marinsik,M,San Jose,California,United States,United States,2008 Badwater 135,49,74,600,FIN,45:44:55,,12,6,
74,Dan,Marinsik,M,San Jose,California,United States,United States,2009 Badwater 135,50,74,600,FIN,,,12,6,
74,Dan,Marinsik,M,San Jose,California,United States,United States,2010 Badwater 135,51,74,600,FIN,48:08:04,,12,6,
74,Dan,Marinsik,M,San Jose,California,United States,United States,2011 Badwater 135,52,74,600,FIN,44:46:42,,12,6,
74,Dan,Marinsik,M,San Jose,California,United States,United States,2012 Badwater 135,53,74,600,FIN,42:42:40,,12,6,
74,Dan,Marinsik,M,San Jose,California,United States,United States,2013 Badwater 135,54,74,600,FIN,45:24:31,,12,6,
74,Dan,Marinsik,M,San Jose,California,United States,United States,2014 Badwater 135,55,74,600,FIN,43:42:11,,12,6,
74,Dan,Marinsik,M,San Jose,California,United States,United States,2015 Badwater 135,56,74,2000,DNF,,,12,6,
65,Kelvin,Marshall,M,Palm Beach,Queensland,Australia,Australia,2008 Badwater 135,44,65,600,FIN,40:23:48,,3,3,
65,Kelvin,Marshall,M,Palm Beach,Qund,Australia,Australia,2009 Badwater 135,45,65,800,FIN,37:36:12,,3,3,
65,Kelvin,Marshall,M,Palm Beach,Queensland,Australia,Australia,2010 Badwater 135,46,65,800,FIN,39:47:44,,3,3,
61,Albert,Martens,M,,Manitoba,Canada,Canada,2004 Badwater 135,56,61,600,FIN,57:42:50,,1,,
42,Pascale,Martin,F,,,France,France,2001 Badwater 135,32,42,800,FIN,44:35:00,,1,1,
,Ron,Martin,M,Essex,Aberdeen,United Kingdom,United Kingdom,1990 Badwater 135,N/A,,PM,FIN,62:18:00,"*PM Start Time, Not AM.",1,,
5,Debbie,Martin-Consani,F,Glasgow,Scotland,United Kingdom,United Kingdom,2022 Badwater 135,47,5,2130,FIN,34:57:10,,1,1,1
61,Camilo,Martinez,M,New York,New York,United States,Colombia,2015 Badwater 135,34,61,2300,FIN,34:24:23,,2,2,2
94,Camilo,Martinez,M,New York,New York,United States,Colombia,2017 Badwater 135,36,94,2300,FIN,33:32:59,,2,2,2
92,Emilio,Martinez,M,Arleta,California,United States,El Salvador,2021 Badwater 135,51,92,2130,FIN,41:23:02,,2,2,
92,Emilio,Martinez,M,Arleta,California,United States,El Salvador,2023 Badwater 135,53,92,2100,FIN,43:33:41,,2,2,
49,Brendan,Mason,M,Wan Chai,Hon,Hong Kong,Australia,2010 Badwater 135,48,49,800,FIN,46:23:03,,1,1,
41,Tammy,Massie,F,Gaithersburg,Maryland,United States,United States,2013 Badwater 135,41,41,600,FIN,47:29:18,,1,1,
24,Nicole,Matera-Welch,F,Fullerton,California,United States,United States,2014 Badwater 135,24,24,800,FIN,32:36:17,,1,1,1
50,Meili,Mathuren,F,Rosamond,California,United States,United States,2021 Badwater 135,46,50,2130,FIN,40:52:17,,1,1,
27,Stephan,Matsuda,M,,,United States,United States,2002 Badwater 135,46,27,600,FIN,55:04:27,,1,,
25,Palocsay,Matt,M,,,United States,United States,2001 Badwater 135,24,25,600,FIN,38:48:45,,1,1,
64,Camila Maria,Matte,F,Leme,,Brazil,Brazil,2015 Badwater 135,36,64,2130,FIN,44:38:16,,1,1,
30,Kira,Matukaitis,F,Alexandria,Virginia,United States,United States,2007 Badwater 135,30,30,800,FIN,52:58:05,,1,,
66,Peter,Matus,M,Homestead,Florida,United States,Slovakia,2021 Badwater 135,54,66,2000,FIN,45:48:33,,1,1,
56,Mark,Matyazic,M,Irvine,California,United States,United States,2011 Badwater 135,46,56,1000,FIN,27:48:14,,8,8,8
56,Mark,Matyazic,M,Irvine,California,United States,United States,2012 Badwater 135,47,56,1000,FIN,26:24:42,,8,8,8
56,Mark,Matyazic,M,Irvine,California,United States,United States,2013 Badwater 135,48,56,1000,FIN,28:46:49,,8,8,8
56,Mark,Matyazic,M,Irvine,California,United States,United States,2014 Badwater 135,49,56,800,FIN,30:51:31,,8,8,8
56,Mark,Matyazic,M,Irvine,California,United States,United States,2015 Badwater 135,51,56,2300,FIN,30:45:51,,8,8,8
56,Mark,Matyazic,M,Irvine,California,United States,United States,2016 Badwater 135,51,56,2300,FIN,29:40:42,,8,8,8
56,Mark,Matyazic,M,Irvine,California,United States,United States,2017 Badwater 135,52,56,2300,FIN,31:23:56,,8,8,8
56,Mark,Matyazic,M,Irvine,California,United States,United States,2018 Badwater 135,53,56,2300,DNF,,,8,8,8
56,Mark,Matyazic,M,Irvine,California,United States,United States,2019 Badwater 135,54,56,2300,FIN,32:12:26,,8,8,8
71,Grant,Maughan,M,Dudley,New South Wales,Australia,Australia,2013 Badwater 135,49,71,1000,FIN,24:53:57,,7,7,7
71,Grant,Maughan,M,Dudley,,Australia,Australia,2014 Badwater 135,50,71,800,FIN,24:43:08,,7,7,7
2,Grant,Maughan,M,Dudley,,Australia,Australia,2015 Badwater 135,51,2,2300,FIN,30:02:37,,7,7,7
9,Grant,Maughan,M,Dudley,,Australia,Australia,2016 Badwater 135,52,9,2300,FIN,26:44:36,,7,7,7
9,Grant,Maughan,M,Dudley,,Australia,Australia,2017 Badwater 135,53,9,2300,FIN,29:19:13,,7,7,7
9,Grant,Maughan,M,Dudley,New South Wales,Australia,Australia,2018 Badwater 135,54,9,2300,FIN,34:52:40,,7,7,7
9,Grant,Maughan,M,Dudley,New South Wales,Australia,Australia,2019 Badwater 135,55,9,2300,FIN,28:30:33,,7,7,7
69,Anthony,Mauro,M,Wexford,Pennsylvania,United States,United States,2011 Badwater 135,69,69,600,FIN,43:46:02,,1,1,
42,Jean-Paul,Mazaud,M,Carmel,California,United States,France,2000 Badwater 135,48,42,800,FIN,44:17:22,,1,1,
93,Marco,Mazzi,M,Valeggio sul Mincio,Verona,Italy,Italy,2012 Badwater 135,45,93,800,FIN,36:28:04,,1,1,
93,Marco,Mazzi,M,Valeggio sul Mincio,Verona,Italy,Italy,2013 Badwater 135,46,93,800,DNF,,,1,1,
93,Marco,Mazzi,M,Valeggio sul Mincio,,Italy,Italy,2017 Badwater 135,50,93,2130,DNF,,,1,1,
70,Jack,McBroom,M,Hemet,California,United States,United States,2000 Badwater 135,43,70,1000,FIN,43:27:00,,1,1,
28,Derek,McCarrick,M,,,United Kingdom,United Kingdom,2002 Badwater 135,67,28,600,DNF,,,,,
70,Philip,McCarthy,M,NewYork,New York,United States,United States,2009 Badwater 135,41,70,1000,FIN,29:12:29,,3,3,3
8,Philip,McCarthy,M,New York,New York,United States,United States,2010 Badwater 135,42,8,1000,FIN,29:44:52,,3,3,3
8,Philip,McCarthy,M,New York,New York,United States,United States,2012 Badwater 135,44,8,1000,FIN,26:52:01,,3,3,3
66,William,McCarty,M,San Francisco,California,United States,United States,2014 Badwater 135,66,66,600,DNF,,,,,
63,Kym,McConnell,M,,,New Zealand,New Zealand,2004 Badwater 135,36,63,800,FIN,56:07:54,,1,,
9,Linda,McFadden,F,,,United States,United States,2002 Badwater 135,39,9,600,FIN,36:50:17,,4,4,
16,Linda,McFadden,F,,California,United States,United States,2005 Badwater 135,42,16,1000,FIN,40:00:59,,4,4,
14,Linda,McFadden,F,Modesto,California,United States,United States,2006 Badwater 135,43,14,1000,FIN,40:19:34,,4,4,
14,Linda,McFadden,F,Modesto,California,United States,United States,2007 Badwater 135,44,14,1000,FIN,42:30:13,,4,4,
37,Dan,McHugh,M,Key Largo,Florida,United States,United States,2017 Badwater 135,46,37,2300,FIN,36:38:06,,2,2,1
37,Dan,McHugh,M,Snowmass Village,Colorado,United States,United States,2019 Badwater 135,48,37,2300,DNF,,,2,2,1
37,Dan,McHugh,M,Snowmass Village,Colorado,United States,United States,2021 Badwater 135,50,37,2300,FIN,33:11:10,,2,2,1
38,Melissa,McKeehan,F,Dana Point,California,United States,United States,2023 Badwater 135,38,38,2100,FIN,43:08:56,,1,1,
93,Andrew,Mckillop,M,St Albans,,United Kingdom,United Kingdom,2023 Badwater 135,52,93,2000,FIN,38:48:43,,1,1,
42,Frank,McKinney,M,,Florida,United States,United States,2005 Badwater 135,42,42,600,FIN,48:49:20,,7,5,
48,Frank,McKinney,M,Delray Beach,Florida,United States,United States,2006 Badwater 135,43,48,800,FIN,43:02:40,,7,5,
48,Frank,McKinney,M,Delray Beach,Florida,United States,United States,2007 Badwater 135,44,48,1000,FIN,44:31:35,,7,5,
48,Frank,McKinney,M,Delray Beach,Florida,United States,United States,2009 Badwater 135,46,48,600,FIN,53:29:58,Lost 10 hours due to forest fire. Earned a sub-48 hour buckle.,7,5,
48,Frank,McKinney,M,Delray Beach,Florida,United States,United States,2010 Badwater 135,47,48,600,FIN,40:20:50,,7,5,
48,Frank,McKinney,M,Delray Beach,Florida,United States,United States,2011 Badwater 135,48,48,600,FIN,42:03:31,,7,5,
48,Frank,McKinney,M,Delray Beach,Florida,United States,United States,2012 Badwater 135,49,48,600,DNF,,,7,5,
48,Frank,McKinney,M,Delray Beach,Florida,United States,United States,2013 Badwater 135,50,48,600,DNF,,,7,5,
48,Frank,McKinney,M,Delray Beach,Florida,United States,United States,2015 Badwater 135,52,48,2000,DNF,,,7,5,
48,Frank,McKinney,M,Delray Beach,Florida,United States,United States,2016 Badwater 135,53,48,2000,FIN,45:45:19,,7,5,
48,Frank,McKinney,M,Delray Beach,Florida,United States,United States,2018 Badwater 135,55,48,2000,DNF,,,7,5,
48,Frank,McKinney,M,Delray Beach,Florida,United States,United States,2019 Badwater 135,56,48,2000,DNF,,,7,5,
21,Michael,McKnight,M,Smithfield,Utah,United States,United States,2022 Badwater 135,32,21,2300,FIN,36:22:09,,1,1,
21,Scott,McQueeney,M,Oregon City,Oregon,United States,United States,2000 Badwater 135,44,21,600,FIN,46:32:21,,1,1,
77,Sally,McRae,F,Huntington Beach,California,United States,United States,2018 Badwater 135,39,77,2300,FIN,35:13:35,,3,3,3
79,Sally,McRae,F,Huntington Beach,California,United States,United States,2021 Badwater 135,42,79,2300,FIN,30:48:47,,3,3,3
1,Sally,McRae,F,Huntington Beach,California,United States,United States,2022 Badwater 135,43,1,2300,FIN,35:35:42,,3,3,3
74,Brian,Medley,M,Folsom,California,United States,United States,2021 Badwater 135,47,74,2000,FIN,40:34:35,,2,2,
74,Brian,Medley,M,Folsom,California,United States,United States,2023 Badwater 135,49,74,2000,FIN,44:42:40,,2,2,
57,Eric,Meech,M,La Jolla,California,United States,United States,2011 Badwater 135,41,57,800,FIN,38:37:12,,2,2,
95,Eric,Meech,M,San Diego,California,United States,United States,2013 Badwater 135,43,95,1000,FIN,41:17:32,,2,2,
6,Sandra,Mejia,F,San José,,Costa Rica,Costa Rica,2022 Badwater 135,43,6,2130,FIN,45:09:04,,1,1,
71,Vilma,Mejia,F,Glendale,California,United States,United States,2000 Badwater 135,48,71,1000,DNF,,,,,
43,Vilma,Mejia,F,,,United States,United States,2001 Badwater 135,48,43,800,DNF,,,,,
10,Vilma,Mejia,F,,,United States,United States,2002 Badwater 135,50,10,600,DNF,,,,,
38,Mollie,Melton,F,Winter Park,Florida,United States,United States,2021 Badwater 135,38,38,2000,FIN,44:07:16,,1,1,
,Bill,Menard,M,,Florida,United States,United States,1994 Badwater 135,43,,PM,FIN,32:00:33,"*PM Start Time, Not AM.",4,4,2
,Bill,Menard,M,,,United States,United States,1995 Badwater 135,44,,PM,FIN,34:15:19,"*PM Start Time, Not AM.",4,4,2
,Bill,Menard,M,,,United States,United States,1996 Badwater 135,45,,AM,DNF,,,4,4,2
,Bill,Menard,M,,,United States,United States,1997 Badwater 135,46,,AM,FIN,39:55:00,,4,4,2
,Bill,Menard,M,,,United States,United States,1998 Badwater 135,47,,AM,DNF,,,4,4,2
,Bill,Menard,M,,Florida,United States,United States,1999 Badwater 135,48,,AM,DNF,,,4,4,2
54,Bill,Menard,M,,Florida,United States,United States,2005 Badwater 135,54,54,1000,FIN,47:55:18,,4,4,2
48,Jack,Menard,M,,,United States,United States,2002 Badwater 135,52,48,800,FIN,41:57:28,,2,2,
83,Jack,Menard,M,Denver,Colorado,United States,United States,2006 Badwater 135,56,83,800,FIN,44:13:32,,2,2,
73,Manoel de Jesus,Mendes,M,,,Brazil,Brazil,2002 Badwater 135,42,73,1000,DNF,,,1,,
46,Manoel de Jesus,Mendes,M,Brasilia,Distrito Federal,Brazil,Brazil,2006 Badwater 135,46,46,1000,DNF,,,1,,
46,Manoel de Jesus,Mendes,M,Brasilia,Distrito Federal,Brazil,Brazil,2007 Badwater 135,47,46,1000,FIN,48:30:48,,1,,
64,Adalberto,Mendoza,M,,California,United States,Mexico,2004 Badwater 135,52,64,1000,FIN,37:33:10,,2,2,1
14,Adalberto,Mendoza,M,,California,United States,Mexico,2005 Badwater 135,53,14,1000,DNF,,,2,2,1
76,Adalberto,Mendoza,M,Burbank,California,United States,Mexico,2007 Badwater 135,55,76,800,FIN,32:02:23,,2,2,1
76,Adalberto,Mendoza,M,Los Angeles,California,United States,Mexico,2010 Badwater 135,58,76,1000,DNF,,,2,2,1
,Jean-Jacques,Merienne,M,,Île-de-France,France,France,1999 Badwater 135,46,,AM,FIN,49:45:00,,2,,
24,Jean-Jacques,Merienne,M,,,France,France,2001 Badwater 135,48,24,800,DNF,,,2,,
24,Jean-Jacques,Merienne,M,,,France,France,2002 Badwater 135,49,24,600,FIN,51:01:41,,2,,
24,Jean-Jacques,Merienne,M,,Île-de-France,France,France,2003 Badwater 135,50,24,800,DNF,,,2,,
24,Jean-Jacques,Merienne,M,,Île-de-France,France,France,2005 Badwater 135,52,24,800,DNF,,,2,,
24,Jean-Jacques,Merienne,M,Sireuil,Aquitaine,France,France,2009 Badwater 135,56,24,600,DNF,,,2,,
20,Don,Meyer,M,,,United States,United States,2001 Badwater 135,54,20,600,FIN,42:09:43,,1,1,
69,Peter,Meyer,M,Frankenthal,,Germany,Germany,2007 Badwater 135,69,69,600,FIN,45:01:46,,1,1,
59,Klaus,Micka,M,,Baden-Württemberg,Germany,Germany,2005 Badwater 135,59,59,600,FIN,51:14:59,,1,,
60,Klaus,Micka,M,Saarbrucken,Baden-Württemberg,Germany,Germany,2006 Badwater 135,60,60,600,DNF,,,1,,
31,Mirko Bogomir,Miklic,M,Ljubljana,,Slovenia,Slovenia,2023 Badwater 135,57,31,2200,DNF,,,,,
,Milan,Milanovich,M,,,Switzerland,Switzerland,1996 Badwater 135,N/A,,AM,FIN,42:38:00,,1,1,
78,Anton,Millar,M,Bryanston,Gauteng,South Africa,South Africa,2007 Badwater 135,37,78,600,FIN,38:27:00,,1,1,
79,Alison,Miller,F,Fort Worth,Texas,United States,United States,2018 Badwater 135,39,79,2300,FIN,33:13:27,,1,1,1
,Bill,Miller,M,San Diego,California,United States,United States,1990 Badwater 135,N/A,,PM,FIN,65:18:34,"*PM Start Time, Not AM.",1,,
74,Josh,Miller,M,,,United States,United States,2002 Badwater 135,35,74,1000,DNF,,,,,
31,Mandy,Miller,F,Steamboat Springs,Colorado,United States,United Kingdom,2015 Badwater 135,53,31,2000,DNF,,,,,
60,Mandy,Miller,F,Steamboat Springs,Colorado,United States,United Kingdom,2018 Badwater 135,56,60,2000,DNF,,,,,
94,Michael,Miller,M,Scottsdale,Arizona,United States,United States,2012 Badwater 135,50,94,800,FIN,31:34:45,,1,1,1
21,Rick,Miller,M,,,United States,United States,2001 Badwater 135,46,21,600,FIN,43:36:20,,1,1,
11,Toni C.,Miller,F,,,United States,United States,2002 Badwater 135,50,11,600,FIN,47:39:13,,1,1,
57,Greg,Minter,M,,,United States,United States,2001 Badwater 135,40,57,800,FIN,46:13:32,,3,1,
75,Greg,Minter,M,,,United States,United States,2002 Badwater 135,41,75,1000,FIN,51:31:01,,3,1,
44,Greg,Minter,M,,California,United States,United States,2005 Badwater 135,44,44,600,FIN,56:41:57,,3,1,
97,Kornel,Miszczak,M,Klecza Dolna,,Poland,Poland,2023 Badwater 135,25,97,2100,FIN,41:22:12,,1,1,
,Doug,Mitchell,M,,,United States,United States,1988 Badwater 135,N/A,,AM,FIN,80:32:00,,1,,
,Mike,Mitchell,M,,,United States,United States,1996 Badwater 135,N/A,,AM,FIN,44:26:00,,1,1,
42,Georgia,Mitsiou,F,Kozani,Western Macedonia,Greece,Greece,2018 Badwater 135,42,42,2000,FIN,44:10:55,,1,1,
75,Parvaneh,Moayedi,F,San Antonio,Texas,United States,Iran,2013 Badwater 135,49,75,600,FIN,46:33:00,,2,2,
75,Parvaneh,Moayedi,F,San Antonio,Texas,United States,Iran,2014 Badwater 135,50,75,600,FIN,46:06:10,,2,2,
79,Kent,Moeller,M,Tilst,,Denmark,Denmark,2007 Badwater 135,33,79,1000,FIN,47:05:57,,1,1,
21,Stefano,Molteni,M,Albese con Cassano,Como,Italy,Italy,2009 Badwater 135,40,21,800,DNF,,,1,1,
21,Stefano,Molteni,M,Albese con Cassano,Como,Italy,Italy,2011 Badwater 135,42,21,800,FIN,42:25:18,,1,1,
68,Adam,Monke,M,Nickerson,Nebraska,United States,United States,2021 Badwater 135,34,68,2300,FIN,32:43:40,,1,1,1
21,Annie,Monot,F,Chalon sur Saone,,France,France,2007 Badwater 135,58,21,800,FIN,41:42:10,,1,1,
85,Jean Michel,Monot,M,,Île-de-France,France,France,2005 Badwater 135,45,85,800,FIN,36:51:12,,1,1,
24,Ryan,Montgomery,M,Provo,Utah,United States,United States,2018 Badwater 135,24,24,2130,FIN,41:12:30,,1,1,
,Chris,Moon,M,,Aberdeen,United Kingdom,United Kingdom,1999 Badwater 135,37,,AM,FIN,53:48:00,,6,3,
44,Chris,Moon,M,Basingstoke,Hampshire,United Kingdom,United Kingdom,2000 Badwater 135,38,44,800,FIN,56:58:50,,6,3,
22,Chris,Moon,M,,,United Kingdom,United Kingdom,2001 Badwater 135,39,22,600,FIN,53:47:07,,6,3,
11,Chris,Moon,M,Strathaven,Lanarkshire,United Kingdom,United Kingdom,2012 Badwater 135,50,11,600,FIN,41:50:38,,6,3,
11,Chris,Moon,M,Strathaven,Lanarkshire,United Kingdom,United Kingdom,2013 Badwater 135,51,11,600,FIN,45:04:40,,6,3,
2,Chris,Moon,M,Strathaven,South Lanarkshire,United Kingdom,United Kingdom,2019 Badwater 135,56,2,2000,FIN,45:33:38,,6,3,
64,James,Moore,M,Bowie,Maryland,United States,United States,2007 Badwater 135,63,64,800,DNF,,,,,
70,Philippe,Moreau,M,Cambremer,Île-de-France,France,France,2008 Badwater 135,46,70,800,FIN,46:58:29,,1,1,
78,Joao José,Morelli Neto,M,Campinas,,Brazil,Brazil,2014 Badwater 135,44,78,600,DNF,,,1,1,
78,Joao José,Morelli Neto,M,Campinas,,Brazil,Brazil,2016 Badwater 135,46,78,2000,FIN,40:33:04,,1,1,
100,Micah,Morgan,F,Vestavia,Alabama,United States,United States,2018 Badwater 135,35,100,2300,FIN,30:09:59,,1,1,1
92,Mitsuo,Moriya,M,Oyama-city Wakagi-cho,Tochigi-ken,Japan,Japan,2019 Badwater 135,40,92,2130,FIN,32:39:03,,2,2,2
92,Mitsuo,Moriya,M,Tochigi-ken,Oyama-shi,Japan,Japan,2022 Badwater 135,43,92,2300,FIN,30:46:06,,2,2,2
93,Chris,Moroch,M,Statesville,North Carolina,United States,United States,2018 Badwater 135,39,93,2300,FIN,41:25:30,,1,1,
14,Mark,Morris,M,,Texas,United States,United States,2003 Badwater 135,45,14,1000,FIN,45:23:58,,2,2,
14,Mark,Morris,M,,Texas,United States,United States,2004 Badwater 135,46,14,1000,FIN,37:26:32,,2,2,
93,Luca,Morstabilini,M,Cremona,,Italy,Italy,2019 Badwater 135,50,93,2130,FIN,35:05:25,,1,1,1
40,Mike,Morton,M,Lithia,Florida,United States,United States,2012 Badwater 135,40,40,1000,FIN,22:52:55,,1,1,1
66,Duke,Moseley,M,Sugar Land,Texas,United States,United States,2015 Badwater 135,46,66,2130,DNF,,,1,1,
66,Duke,Moseley,M,Johns Creek,Georgia,United States,United States,2019 Badwater 135,50,66,2000,FIN,40:56:50,,1,1,
45,Dusan,Mravlje,M,Trzic,,Slovenia,Slovenia,2000 Badwater 135,47,45,800,FIN,25:21:20,,2,2,2
4,Dusan,Mravlje,M,Trzic,,Slovenia,Slovenia,2006 Badwater 135,53,4,1000,FIN,34:53:24,,2,2,2
67,Francesca,Muccini,F,Nashville,Tennessee,United States,Italy,2023 Badwater 135,55,67,2100,FIN,36:53:01,,1,1,
78,Peter,Mueller,M,,,Switzerland,Switzerland,2002 Badwater 135,39,78,1000,FIN,34:52:15,,2,2,1
16,Peter,Mueller,M,,Zurich,Switzerland,Switzerland,2003 Badwater 135,40,16,1000,DNF,,,2,2,1
16,Peter,Mueller,M,,Aargau (Argovia),Switzerland,Switzerland,2004 Badwater 135,41,16,1000,FIN,39:17:00,,2,2,1
21,Monique,Muhlen,F,Bridel,,Luxembourg,Luxembourg,2006 Badwater 135,53,21,800,FIN,32:25:52,,1,1,1
61,Jess,Mullen,F,Seattle,Washington,United States,United States,2011 Badwater 135,36,61,1000,FIN,37:20:12,,1,1,
69,Padraig,Mullins,M,Cambridge,Massachusetts,United States,Ireland,2015 Badwater 135,33,69,2300,FIN,43:18:28,,1,1,
28,Alan,Murphy,M,Saginaw,Michigan,United States,United States,2014 Badwater 135,28,28,700,FIN,41:47:30,,1,1,
65,Meredith,Murphy,F,Chester Springs,Pennsylvania,United States,United States,2011 Badwater 135,32,65,600,FIN,46:22:38,,2,2,
65,Meredith,Murphy,F,Chester Springs,Pennsylvania,United States,United States,2012 Badwater 135,33,65,600,FIN,47:08:14,,2,2,
86,Jack,Murray,M,,California,United States,United States,2005 Badwater 135,44,86,800,FIN,40:01:44,,1,1,
74,Wendy,Murray,F,Southern Shores,North Carolina,United States,United States,2019 Badwater 135,45,74,2000,FIN,46:45:59,,1,1,
78,Morgan,Murri,M,Pagosa Springs,Colorado,United States,United States,2009 Badwater 135,44,78,800,FIN,35:07:00,,1,1,1
,Andy,Muskett,M,West Sussex,Aberdeen,United Kingdom,United Kingdom,1990 Badwater 135,N/A,,PM,DNF,,"*PM Start Time, Not AM.",,,
67,Pam,Muston,F,Wamboin,New South Wales,Australia,Australia,2011 Badwater 135,51,67,800,FIN,37:49:12,,1,1,
89,George,Myers,M,El Dorado,Kansas,United States,United States,2016 Badwater 135,44,89,2300,FIN,28:19:51,,1,1,1
49,Dale,Nagel,M,,,United States,United States,2002 Badwater 135,43,49,800,DNF,,,,,
42,Sean,Nakamura,M,San Diego,California,United States,United States,2021 Badwater 135,42,42,2130,FIN,33:26:36,,1,1,1
63,Nattu,Natraj,M,Lafayette,Colorado,United States,India,2006 Badwater 135,43,63,600,FIN,46:22:29,,3,3,
44,Nattu,Natraj,M,Lafayette,Colorado,United States,India,2007 Badwater 135,44,44,800,FIN,41:00:54,,3,3,
44,Nattu,Natraj,M,Lafayette,Colorado,United States,India,2009 Badwater 135,46,44,800,FIN,37:10:31,,3,3,
22,Rick,Nawrocki,M,Torrance,California,United States,United States,2000 Badwater 135,45,22,600,FIN,55:04:18,,3,,
81,Rick,Nawrocki,M,,,United States,United States,2001 Badwater 135,46,81,1000,FIN,51:51:08,,3,,
50,Rick,Nawrocki,M,,,United States,United States,2002 Badwater 135,47,50,800,FIN,53:20:07,,3,,
67,Andy,Nazworth,M,Black Mountain,North Carolina,United States,United States,2021 Badwater 135,57,67,2130,FIN,36:13:11,,1,1,
,Tim,Neckar,M,,,United States,United States,1993 Badwater 135,31,,PM,DNF,,"*PM Start Time, Not AM.",2,2,
,Tim,Neckar,M,,,United States,United States,1995 Badwater 135,33,,PM,FIN,42:55:03,"*PM Start Time, Not AM.",2,2,
,Tim,Neckar,M,,,United States,United States,1996 Badwater 135,34,,AM,DNF,,,2,2,
,Tim,Neckar,M,,,United States,United States,1997 Badwater 135,35,,AM,DNF,,,2,2,
85,Tim,Neckar,M,Houston,Texas,United States,United States,2007 Badwater 135,45,85,1000,FIN,39:08:40,,2,2,
85,Tim,Neckar,M,Houston,Texas,United States,United States,2011 Badwater 135,49,85,1000,DNF,,,2,2,
68,James,Nelson,M,,Utah,United States,United States,2004 Badwater 135,43,68,1000,FIN,41:09:25,,1,1,
71,Alex,Nemet,M,Westlake,Ohio,United States,United States,2008 Badwater 135,33,71,800,FIN,39:18:06,,1,1,
80,Klaus,Neumann,M,Stuttgart,Baden-Württemberg,Germany,Germany,2007 Badwater 135,54,80,600,FIN,41:38:21,,1,1,
11,Scott,Newton,M,Shell Beach,California,United States,United States,2014 Badwater 135,44,11,800,DNF,,,1,1,1
11,Scott,Newton,M,Shell Beach,California,United States,United States,2015 Badwater 135,45,11,2130,FIN,33:50:27,,1,1,1
88,Eli,Neztsosie,M,Navajo Mountain,Arizona,United States,United States,2022 Badwater 135,34,88,2130,DNF,,,,,
80,Hung-Kwong,Ng,M,Orlando,Florida,United States,United States,2009 Badwater 135,44,80,800,FIN,33:45:26,,2,2,2
98,Hung-Kwong,Ng,M,Orlando,Florida,United States,United States,2010 Badwater 135,45,98,1000,FIN,35:56:02,,2,2,2
98,Hung-Kwong,Ng,M,Orlando,Florida,United States,United States,2011 Badwater 135,46,98,800,DNF,,,2,2,2
78,Seow Kong,Ng,M,Shanghai,Shanghai,China,Malaysia,2013 Badwater 135,51,78,800,FIN,42:51:40,,1,1,
22,Angela,Ngamkam,F,Dreieich,Baden-Württemberg,Germany,Germany,2006 Badwater 135,40,22,800,FIN,45:31:00,,1,1,
73,Gunnar,Nilsson,M,Uppsala,,Sweden,Sweden,2006 Badwater 135,50,73,600,DNF,,,,,
85,Phil,Nimmo,M,Mansfield,Texas,United States,United States,2014 Badwater 135,50,85,700,FIN,36:23:41,,3,3,
85,Phil,Nimmo,M,Mansfield,Texas,United States,United States,2015 Badwater 135,51,85,2130,FIN,36:20:15,,3,3,
85,Phil,Nimmo,M,Mansfield,Texas,United States,United States,2016 Badwater 135,52,85,2130,FIN,38:46:48,,3,3,
96,Hiroyuki,Nishimura,M,Kamagaya,Chiba,Japan,Japan,2012 Badwater 135,42,96,1000,FIN,38:42:40,,6,6,2
43,Hiroyuki,Nishimura,M,Kamagaya,Chiba,Japan,Japan,2013 Badwater 135,43,43,1000,FIN,38:08:40,,6,6,2
43,Hiroyuki,Nishimura,M,Chiba,,Japan,Japan,2014 Badwater 135,44,43,800,DNF,,,6,6,2
43,Hiroyuki,Nishimura,M,Chiba,Kamagaya,Japan,Japan,2015 Badwater 135,45,43,2130,FIN,36:50:05,,6,6,2
43,Hiroyuki,Nishimura,M,Chiba,,Japan,Japan,2016 Badwater 135,46,43,2130,FIN,32:41:22,,6,6,2
43,Hiroyuki,Nishimura,M,Kamagaya,Chiba,Japan,Japan,2017 Badwater 135,47,43,2300,FIN,34:09:02,,6,6,2
43,Hiroyuki,Nishimura,M,Kamagaya,Chiba,Japan,Japan,2019 Badwater 135,49,43,2300,FIN,38:58:07,,6,6,2
32,Jennifer,Nissen,F,Roanoke,Texas,United States,United States,2018 Badwater 135,32,32,2000,FIN,47:37:42,,1,1,
72,Alene,Nitzky,F,For Collins,Colorado,United States,United States,2008 Badwater 135,44,72,800,FIN,47:04:05,,2,2,
72,Alene,Nitzky,F,Fort Collins,Colorado,United States,United States,2011 Badwater 135,47,72,800,FIN,45:30:40,,2,2,
23,Mark,Nixon,M,Chippenham,Wiltshire,United Kingdom,United Kingdom,2000 Badwater 135,33,23,600,DNF,,,,,
23,Mark,Nixon,M,,,United Kingdom,United Kingdom,2001 Badwater 135,34,23,600,DNF,,,,,
72,Anders,Noren,M,Taby,,Sweden,Sweden,2022 Badwater 135,50,72,2000,FIN,36:39:48,,1,1,
